"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
4.281985855E1,4.768866072E1,1.767859690E1,1.165472165E2,1.041916656E1,2.664216099E2,6.000906205E0,6.000906205E0
4.381986475E1,4.768865368E1,1.767845418E1,1.167806021E2,1.064689445E1,2.669930782E2,6.000906205E0,6.000906205E0
4.481987238E1,4.768864154E1,1.767831060E1,1.169493035E2,1.061237717E1,2.666812937E2,6.000906205E0,6.000906205E0
4.581987941E1,4.768863255E1,1.767816688E1,1.170717385E2,1.061237717E1,2.668208208E2,6.000906205E0,6.000906205E0
4.681988573E1,4.768862226E1,1.767802587E1,1.171608451E2,9.780238152E0,2.664396416E2,6.000906205E0,6.000906205E0
4.781989360E1,4.768861438E1,1.767789070E1,1.172302767E2,9.780238152E0,2.661759690E2,6.000906205E0,6.000906205E0
4.881990135E1,4.768860996E1,1.767776081E1,1.172846121E2,9.489126205E0,2.752135114E2,6.000906205E0,6.000906205E0
4.981991041E1,4.768856145E1,1.767763650E1,1.173236089E2,9.112335205E0,2.740292053E2,6.000906205E0,6.000906205E0
5.081991816E1,4.768857200E1,1.767749723E1,1.173378769E2,8.296599388E0,2.874748230E2,6.000906205E0,6.000906205E0
5.181992722E1,4.768859363E1,1.767743594E1,1.173256807E2,8.296599388E0,2.992828674E2,6.000906205E0,6.000906205E0
5.281993628E1,4.768865710E1,1.767729328E1,1.173031613E2,8.136540413E0,3.051899719E2,6.000906205E0,6.000906205E0
5.381994545E1,4.768865603E1,1.767729551E1,1.172947982E2,8.038060188E0,3.051899719E2,6.000906205E0,6.000906205E0
5.481995523E1,4.768875327E1,1.767710635E1,1.173234053E2,8.079143524E0,3.202467651E2,6.000906205E0,6.000906205E0
5.581996465E1,4.768881676E1,1.767703467E1,1.173108989E2,8.567492485E0,3.228599854E2,6.000906205E0,6.000906205E0
5.681997442E1,4.768885575E1,1.767699101E1,1.173030015E2,8.567492485E0,3.230466919E2,6.000906205E0,6.000906205E0
5.781998467E1,4.768891833E1,1.767687527E1,1.173301033E2,9.130471230E0,3.042268372E2,6.000906205E0,6.000906205E0
5.881999505E1,4.768896764E1,1.767676812E1,1.173292841E2,9.824148178E0,3.043579712E2,6.000906205E0,6.000906205E0
5.982000554E1,4.768901893E1,1.767665548E1,1.172759323E2,1.102569389E1,3.009773560E2,6.000906205E0,6.000906205E0
6.082001615E1,4.768907274E1,1.767652400E1,1.172208015E2,1.102569389E1,3.026175232E2,6.000906205E0,6.000906205E0
6.182002723E1,4.768913313E1,1.767638423E1,1.172243797E2,1.185478973E1,3.026175232E2,6.000906205E0,6.000906205E0
6.282003689E1,4.768919118E1,1.767624989E1,1.172802871E2,1.196848011E1,3.026175232E2,6.000906205E0,6.000906205E0
6.382004797E1,4.768925230E1,1.767610844E1,1.171937987E2,1.196848011E1,3.026175232E2,6.000906205E0,6.000906205E0
6.482005966E1,4.768930588E1,1.767598444E1,1.170498669E2,1.159879303E1,3.026175232E2,6.000906205E0,6.000906205E0
6.582007015E1,4.768935983E1,1.767585960E1,1.169949479E2,1.120347595E1,3.026175232E2,6.000906205E0,6.000906205E0
6.682008135E1,4.768941491E1,1.767572949E1,1.170239806E2,1.101111126E1,3.019904785E2,6.000906205E0,6.000906205E0
6.782009304E1,4.768946652E1,1.767560714E1,1.169916589E2,1.101111126E1,3.019904785E2,6.000906205E0,6.000906205E0
6.882010448E1,4.768951837E1,1.767548420E1,1.168428304E2,1.101111126E1,3.019904785E2,6.000906205E0,6.000906205E0
6.982011569E1,4.768957213E1,1.767535882E1,1.167356212E2,1.102865982E1,3.071005249E2,6.000906205E0,6.000906205E0
7.082012713E1,4.768964105E1,1.767524554E1,1.166542170E2,1.159118652E1,3.139838257E2,6.000906205E0,6.000906205E0
7.182013941E1,4.768971333E1,1.767514056E1,1.165598477E2,1.159118652E1,3.168011169E2,6.000906205E0,6.000906205E0
7.282015026E1,4.768980623E1,1.767505128E1,1.164965640E2,1.127576351E1,3.301797791E2,6.000906205E0,6.000906205E0
7.382016253E1,4.768988989E1,1.767498334E1,1.164566037E2,1.111519527E1,3.321513367E2,6.000906205E0,6.000906205E0
7.482017422E1,4.768998187E1,1.767491388E1,1.164315963E2,1.151583862E1,3.360751343E2,6.000906205E0,6.000906205E0
7.582018602E1,4.769008510E1,1.767484951E1,1.164159807E2,1.262731171E1,3.400056763E2,6.000906205E0,6.000906205E0
7.682019746E1,4.769019353E1,1.767479354E1,1.164062206E2,1.262731171E1,3.418647461E2,6.000906205E0,6.000906205E0
7.782020903E1,4.769030929E1,1.767474690E1,1.164001359E2,1.268837166E1,3.490136719E2,6.000906205E0,6.000906205E0
7.882022119E1,4.769042277E1,1.767472228E1,1.163963277E2,1.270424366E1,3.521471252E2,6.000906205E0,6.000906205E0
7.982023418E1,4.769054421E1,1.767470100E1,1.163939556E2,1.270424366E1,3.539876709E2,6.000906205E0,6.000906205E0
8.082024574E1,4.769065756E1,1.767468348E1,1.163924687E2,1.270424366E1,3.550316467E2,6.000906205E0,6.000906205E0
8.182025862E1,4.769077443E1,1.767466844E1,1.163915372E2,1.273670769E1,3.550316467E2,6.000906205E0,6.000906205E0
8.282027030E1,4.769088799E1,1.767465381E1,1.163909634E2,1.269414902E1,3.550316467E2,6.000906205E0,6.000906205E0
8.382028317E1,4.769100131E1,1.767463923E1,1.163906039E2,1.269414902E1,3.550316467E2,6.000906205E0,6.000906205E0
8.482029474E1,4.769112169E1,1.767462373E1,1.163903757E2,1.269414902E1,3.550316467E2,6.000906205E0,6.000906205E0
8.582030690E1,4.769123319E1,1.767460937E1,1.163902293E2,1.272887897E1,3.550316467E2,6.000906205E0,6.000906205E0
8.682031834E1,4.769134573E1,1.767459488E1,1.163901460E2,1.285445213E1,3.550316467E2,6.000906205E0,6.000906205E0
8.782033193E1,4.769146373E1,1.767457969E1,1.163900827E2,1.285445213E1,3.550316467E2,6.000906205E0,6.000906205E0
8.882034373E1,4.769158181E1,1.767456448E1,1.163900489E2,1.283069611E1,3.550316467E2,6.000906205E0,6.000906205E0
8.982035613E1,4.769169641E1,1.767454973E1,1.163900318E2,1.282362652E1,3.550316467E2,6.000906205E0,6.000906205E0
9.082036829E1,4.769181124E1,1.767453495E1,1.163900164E2,1.283285618E1,3.550316467E2,6.000906205E0,6.000906205E0
9.182038009E1,4.769192610E1,1.767452016E1,1.163900148E2,1.295643044E1,3.550316467E2,6.000906205E0,6.000906205E0
9.282039309E1,4.769204530E1,1.767450481E1,1.163900009E2,1.295643044E1,3.550316467E2,4.000604137E0,4.000604137E0
9.382040632E1,4.769216042E1,1.767448999E1,1.163899995E2,1.297044849E1,3.550316467E2,4.000604137E0,4.000604137E0
9.482041907E1,4.769228082E1,1.767447449E1,1.163899994E2,1.302675819E1,3.550316467E2,4.000604137E0,4.000604137E0
9.582043087E1,4.769239171E1,1.767446021E1,1.163750717E2,1.302675819E1,3.550316467E2,4.000604137E0,4.000604137E0
9.682044268E1,4.769251146E1,1.767444479E1,1.163465388E2,1.302675819E1,3.550316467E2,4.000604137E0,4.000604137E0
9.782045579E1,4.769263215E1,1.767442925E1,1.163272335E2,1.293912792E1,3.550316467E2,4.000604137E0,4.000604137E0
9.882046759E1,4.769274545E1,1.767441467E1,1.163398187E2,1.250832844E1,3.550316467E2,4.000604137E0,4.000604137E0
9.982048059E1,4.769285681E1,1.767440033E1,1.163575567E2,1.250832844E1,3.550316467E2,4.000604137E0,4.000604137E0
1.008204936E2,4.769297056E1,1.767438568E1,1.163696302E2,1.226703072E1,3.550316467E2,4.000604137E0,4.000604137E0
1.018205054E2,4.769307225E1,1.767437263E1,1.163772645E2,1.222999001E1,3.554161072E2,4.000604137E0,4.000604137E0
1.028205179E2,4.769318743E1,1.767435895E1,1.163820380E2,1.224831676E1,3.554161072E2,4.000604137E0,4.000604137E0
1.038205316E2,4.769329509E1,1.767434617E1,1.163850284E2,1.244719219E1,3.554161072E2,4.000604137E0,4.000604137E0
1.048205427E2,4.769341324E1,1.767433214E1,1.163868930E2,1.243108273E1,3.554161072E2,4.000604137E0,4.000604137E0
1.058205554E2,4.769352318E1,1.767431908E1,1.163880545E2,1.244719219E1,3.554161072E2,4.000604137E0,4.000604137E0
1.068205684E2,4.769363453E1,1.767430510E1,1.163887887E2,1.217006493E1,3.550525818E2,6.000906205E0,6.000906205E0
1.078205801E2,4.769374507E1,1.767429093E1,1.163892466E2,1.274923706E1,3.550525818E2,6.000906205E0,6.000906205E0
1.088205923E2,4.769385878E1,1.767427635E1,1.163895259E2,1.256760597E1,3.550525818E2,6.000906205E0,6.000906205E0
1.098206050E2,4.769397298E1,1.767426394E1,1.163897048E2,1.265844822E1,3.564124146E2,6.000906205E0,6.000906205E0
1.108206177E2,4.769408412E1,1.767425362E1,1.163898189E2,1.227359390E1,3.564124146E2,6.000906205E0,6.000906205E0
1.118206303E2,4.769419406E1,1.767424079E1,1.163898852E2,1.227359390E1,3.538008728E2,6.000906205E0,6.000906205E0
1.128206432E2,4.769429420E1,1.767422468E1,1.163899193E2,1.187133312E1,3.538014832E2,6.000906205E0,6.000906205E0
1.138206562E2,4.769437233E1,1.767418851E1,1.163899502E2,1.042110443E1,3.398721619E2,6.000906205E0,6.000906205E0
1.148206691E2,4.769444128E1,1.767415087E1,1.163899670E2,8.512793541E0,3.394753723E2,6.000906205E0,6.000906205E0
1.158206809E2,4.769451425E1,1.767411040E1,1.164023832E2,8.512793541E0,3.394753723E2,6.000906205E0,6.000906205E0
1.168206934E2,4.769458433E1,1.767407050E1,1.165007852E2,8.354716301E0,3.384177551E2,6.000906205E0,6.000906205E0
1.178207067E2,4.769464523E1,1.767403481E1,1.166346061E2,7.878926754E0,3.384177551E2,6.000906205E0,6.000906205E0
1.188207189E2,4.769467909E1,1.767401497E1,1.167658440E2,6.999948978E0,3.384177551E2,6.000906205E0,6.000906205E0
1.198207319E2,4.769467687E1,1.767401966E1,1.168836401E2,6.999948978E0,3.400529548E1,1.380956718E1,1.380956718E1
1.208207438E2,4.769482791E1,1.767413791E1,1.169881992E2,6.308469296E0,9.125243378E1,6.000906205E0,6.000906205E0
1.218207563E2,4.769482762E1,1.767421842E1,1.171086969E2,6.308469296E0,8.884326935E1,6.000906205E0,6.000906205E0
1.228207699E2,4.769482912E1,1.767432832E1,1.172112741E2,8.654191017E0,8.884328461E1,6.000906205E0,6.000906205E0
1.238207833E2,4.769483088E1,1.767445732E1,1.172780702E2,1.028787422E1,8.884328461E1,6.000906205E0,6.000906205E0
1.248207945E2,4.769483267E1,1.767458895E1,1.173241769E2,1.028787422E1,8.884328461E1,6.000906205E0,6.000906205E0
1.258208076E2,4.769483441E1,1.767471615E1,1.174237507E2,1.082919979E1,8.884328461E1,6.000906205E0,6.000906205E0
1.268208201E2,4.769483513E1,1.767489821E1,1.175515502E2,1.122579765E1,8.604764524E1,6.000906205E0,6.000906205E0
1.278208330E2,4.769484356E1,1.767505350E1,1.176422919E2,1.171290398E1,8.581791866E1,6.000906205E0,6.000906205E0
