"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
9.678432500E-1,4.053097218E-4,-1.487198751E-3,-6.742170081E-4
9.778832500E-1,-7.985988632E-4,1.969961915E-3,1.113040373E-3
9.879242500E-1,-2.819139510E-3,-1.620777883E-3,3.399243578E-4
9.979642500E-1,-5.135383457E-3,-1.034976915E-3,5.843751132E-4
1.008004250E0,-2.916437574E-3,-2.643792424E-3,3.643976524E-4
1.018044250E0,-3.945885226E-3,-3.672872437E-3,3.134253435E-3
1.028085250E0,-2.630550414E-3,-4.793530330E-3,8.287550882E-4
1.038135167E0,2.087588888E-3,-1.685702708E-3,1.803894527E-3
1.048175167E0,-1.806751825E-3,-2.231650986E-3,9.074751288E-4
1.058216167E0,-6.947335787E-3,-1.365091652E-2,-2.864429727E-3
1.068256167E0,-6.626425311E-3,-1.093049720E-2,-1.416141167E-4
1.078296167E0,-4.557376727E-3,-1.198453642E-2,6.442908198E-4
1.088336167E0,-2.409004606E-3,-6.329846568E-3,2.116752788E-3
1.098377167E0,-1.776190475E-4,-7.736333180E-3,-1.953867264E-3
1.108417167E0,-1.091761515E-4,-4.899001680E-3,-5.141627043E-4
1.118457167E0,-3.638241440E-3,-6.081985310E-3,-2.569546923E-4
1.128498167E0,-2.104527317E-3,-2.692047507E-3,1.546004787E-3
1.138538167E0,-1.510187984E-3,-1.800874714E-3,-8.453391492E-4
1.148609167E0,4.283253103E-3,-2.795299049E-3,-1.569120213E-4
1.158649167E0,5.607539788E-3,1.373337582E-4,-1.344321296E-3
1.168689167E0,4.280486610E-3,-5.364459939E-4,9.345458820E-4
1.178729167E0,1.841325779E-3,2.865973860E-3,-2.566855401E-3
1.188770167E0,3.858936951E-3,4.789841361E-3,-4.111323506E-5
1.198810167E0,4.779892042E-3,3.465509042E-3,5.001807585E-4
1.208850167E0,-1.298506744E-3,4.260729067E-3,6.996514276E-4
1.218891167E0,-3.768615425E-4,1.456880476E-3,-2.784055658E-3
1.228931167E0,-1.249579713E-3,2.921885345E-3,-7.721874863E-5
1.238971167E0,4.123158287E-3,2.401819453E-3,2.049055882E-3
1.249011167E0,9.522451088E-3,2.322989516E-3,1.283929683E-3
1.259052167E0,7.011128590E-3,2.401060890E-3,-1.473532058E-3
1.269092167E0,7.087827660E-3,1.294783782E-3,1.023448072E-3
1.279132167E0,9.712601081E-3,6.834118627E-3,3.223399632E-3
1.289173167E0,5.750882439E-3,7.977147587E-3,-2.042202279E-3
1.299213167E0,4.927013069E-3,2.793686930E-3,-1.166948117E-3
1.309253167E0,3.238834906E-3,1.584877726E-3,1.680769958E-3
1.319293167E0,3.825527150E-3,-1.530718058E-3,1.944095828E-3
1.329334167E0,4.403965548E-3,4.043011460E-3,-1.474604011E-3
1.339374167E0,4.946039058E-3,-4.653744400E-4,5.769915879E-5
1.349414167E0,9.478353895E-4,-1.043546479E-3,2.236697823E-3
1.359455167E0,-1.384449191E-3,-5.577924661E-3,5.363542587E-4
1.369495167E0,3.805785440E-3,2.423276193E-3,2.998663113E-4
1.379535167E0,6.080657709E-3,7.683285512E-3,2.477266826E-3
1.389575167E0,9.196822532E-3,1.507329196E-2,3.069020808E-3
1.399616167E0,3.847759217E-5,-7.619770244E-3,-1.424796879E-3
1.409656167E0,2.948513720E-3,3.633150831E-3,1.339031383E-3
1.419696167E0,1.757281832E-3,-3.567770822E-3,3.976039588E-4
1.429737167E0,7.139264140E-3,4.817457870E-3,2.767550759E-3
1.439777167E0,4.656399135E-3,6.377804093E-3,7.294341922E-4
1.449817167E0,6.136657670E-3,8.127301931E-3,-7.325317711E-4
1.459857167E0,3.135275096E-3,3.492069431E-3,-1.284877770E-3
1.469898167E0,2.115550917E-3,3.953862004E-3,-1.747906208E-5
1.479938167E0,3.160564229E-4,4.247810226E-3,-1.093269326E-3
1.489978167E0,4.156867508E-3,2.529805060E-3,-3.342684358E-4
1.500019167E0,3.833936993E-3,5.990718491E-3,2.349266782E-3
1.510059167E0,1.925249584E-3,3.476694226E-3,-6.768833846E-4
1.520099167E0,3.954011947E-3,7.875203155E-4,-1.587770879E-3
1.530139167E0,2.522562630E-3,2.235480584E-3,-1.964341849E-3
1.540180167E0,-1.452019438E-3,3.540107980E-3,-7.923655212E-4
1.550220167E0,5.501452833E-4,-6.820680574E-4,-1.599037088E-3
1.560260167E0,6.014877930E-3,1.129512675E-3,-1.861684024E-3
1.570300167E0,4.768784624E-3,-8.737170137E-4,8.242391050E-5
1.580341167E0,1.862018369E-3,2.101734281E-3,2.632392570E-4
1.590381167E0,4.022108391E-3,-1.988082193E-3,-1.484859735E-3
1.600421167E0,1.193318423E-2,1.061222982E-3,7.658544928E-5
1.610462167E0,1.001171302E-2,8.282916620E-3,2.678227611E-3
1.620502167E0,3.627929371E-3,4.010190722E-3,-5.926713347E-4
1.630542167E0,3.105949610E-3,-4.452778958E-4,-6.296895444E-4
1.640582167E0,7.819933817E-4,-2.493964508E-3,7.490953431E-4
1.650623167E0,2.312520519E-4,1.797719393E-3,1.826875843E-3
1.660663167E0,1.884088852E-3,5.166142248E-3,1.685858704E-3
1.670703167E0,4.258296918E-3,4.995167255E-3,8.791871369E-4
1.680744167E0,1.460300758E-3,1.467303745E-2,1.425946131E-3
1.690784167E0,3.317323048E-3,3.296014387E-3,3.172180615E-3
1.700824167E0,8.085373789E-3,1.978219487E-3,-1.290830784E-3
1.710864167E0,5.036054179E-3,-2.677518874E-3,3.041364253E-4
1.720905167E0,-2.294350415E-4,5.076024681E-4,8.052010089E-4
1.730945167E0,-3.846806474E-3,6.388965994E-4,8.858945221E-4
1.740985167E0,-1.308163628E-4,1.080750953E-3,-1.989256591E-3
1.751026167E0,1.956569497E-3,-3.063926939E-3,-1.750637777E-3
1.761066167E0,2.210671082E-3,-9.119058959E-4,1.433044672E-3
1.771106167E0,-7.158769295E-4,-1.540944446E-3,-1.045293175E-3
1.781146167E0,1.219823956E-3,-1.772734337E-3,-1.359082758E-3
1.791187167E0,5.809315480E-4,2.685789950E-4,-5.729179829E-4
1.801227167E0,-1.478187740E-3,-1.613815315E-3,-9.219199419E-4
1.811267167E0,-1.314403489E-3,-1.975738909E-3,-1.747500151E-3
1.821308167E0,3.935238346E-4,2.278775442E-3,-1.232148148E-3
1.831348167E0,2.035894897E-3,1.618844923E-3,-1.823103055E-3
1.841388167E0,-1.780306920E-3,2.908403985E-4,-9.571611881E-4
1.851428167E0,3.198618069E-4,4.008080810E-3,-5.289250985E-4
1.861469167E0,-7.458180189E-4,5.284570623E-3,4.019374028E-4
1.871509167E0,8.342354558E-4,3.759910818E-3,-6.835674867E-4
1.881549167E0,-1.703090966E-4,3.245122265E-3,-1.558149233E-3
1.891590167E0,2.391385380E-3,2.357756253E-3,-2.197840251E-3
1.901630167E0,1.231084112E-3,3.105271608E-4,2.035659738E-3
1.911670167E0,8.848733269E-4,-2.490030602E-4,7.767826319E-4
1.921710167E0,3.836667165E-4,1.778461505E-3,8.047465235E-4
1.931751167E0,2.368786838E-3,-1.715606079E-3,2.542706206E-4
1.941791167E0,3.099101596E-3,1.070285216E-3,4.695123062E-4
1.951831167E0,1.208257396E-3,-2.311663236E-3,1.023183577E-3
1.961872167E0,2.584960312E-3,2.699245699E-3,-1.685054041E-3
1.971912167E0,-1.511514187E-3,9.924257174E-4,8.513405919E-4
1.981952167E0,-5.193408579E-4,6.577409804E-4,1.138450578E-3
1.991992167E0,-1.712704077E-3,2.723022830E-3,1.911299303E-3
2.002033167E0,2.897318453E-3,4.703886341E-3,-6.699934602E-4
2.012073167E0,2.705038525E-3,5.651971791E-3,3.445656039E-3
2.022113167E0,2.340143081E-3,-6.473320536E-4,-6.569745019E-4
2.032138500E0,4.501830786E-3,9.981876239E-3,-5.563069135E-4
2.042178500E0,9.299515747E-3,-2.257212996E-3,-1.899071969E-3
2.052218500E0,8.705098182E-3,-2.367201261E-3,1.728419214E-3
2.062258500E0,1.249736082E-2,1.368904952E-3,2.720276825E-3
2.072299500E0,1.286381204E-2,5.458455067E-3,1.668328419E-3
2.082339500E0,1.029600482E-2,2.383267973E-3,-3.653652966E-4
2.092379500E0,9.841402993E-3,-3.190417774E-4,-4.803788848E-3
2.102419500E0,9.366584942E-3,3.141958266E-3,-2.811501734E-3
2.112460500E0,7.796917576E-3,3.398953006E-3,-1.814681105E-3
2.122500500E0,1.201273967E-2,5.221432075E-4,-1.526920125E-3
2.132540500E0,1.394859143E-2,-3.130116034E-3,2.735734917E-3
2.142581500E0,9.600085206E-3,-1.558622811E-3,1.853710040E-3
2.152621500E0,1.781620458E-2,1.481109299E-3,-4.464620724E-4
2.162661500E0,1.870172843E-2,2.768129576E-3,1.119775698E-4
2.172701500E0,1.688092388E-2,5.195068661E-3,-1.869681291E-3
2.182742500E0,1.202986110E-2,5.576524884E-3,-1.392106526E-3
2.192782500E0,5.557314493E-3,4.890761338E-3,2.361508086E-4
2.202822500E0,1.786249131E-2,-3.145467024E-3,1.541553065E-4
2.212863500E0,3.819333017E-2,1.232909597E-2,1.872161403E-3
2.222903500E0,3.701982647E-2,2.392134164E-3,5.815572571E-3
2.232943500E0,2.757412754E-2,1.290656067E-2,1.948929392E-3
2.242983500E0,1.290411036E-2,-4.184843972E-3,3.449779004E-3
2.253024500E0,1.654598303E-2,-4.742510151E-3,6.044581532E-4
2.263064500E0,4.017266911E-3,-1.462555490E-2,-3.408705816E-4
2.273104500E0,9.375813417E-3,3.379810601E-3,6.655380130E-4
2.283145500E0,1.910901815E-2,-2.469758503E-3,3.141812049E-3
2.293185500E0,2.322413400E-2,3.594525158E-3,2.393729985E-3
2.303225500E0,1.746906526E-2,-7.171353325E-3,1.440403052E-3
2.313265500E0,2.629265189E-2,5.925273523E-3,3.817807417E-3
2.323306500E0,1.875302568E-2,-1.329840068E-2,2.516935579E-3
2.333346500E0,3.563773260E-2,7.471325807E-3,5.047471263E-3
2.343386500E0,3.114422597E-2,-2.864236478E-3,2.748662606E-3
2.353427500E0,3.432616964E-2,6.709560752E-3,1.431195997E-3
2.363467500E0,2.954716235E-2,-1.258277800E-2,2.242531627E-3
2.373507500E0,3.317065910E-2,2.561553381E-3,4.243630916E-3
2.383547500E0,2.899745107E-2,-1.256240346E-2,4.107140470E-3
2.393588500E0,3.037137538E-2,-4.019249231E-3,3.717253916E-3
2.403628500E0,3.055310994E-2,-1.244398952E-2,7.942928001E-3
2.413668500E0,2.642654255E-2,-1.621768996E-2,5.665392615E-3
2.423709500E0,3.125954047E-2,-1.037248690E-2,9.318414144E-3
2.433749500E0,3.041638434E-2,-1.989195496E-2,9.159157053E-3
2.443789500E0,3.960037231E-2,-1.606663689E-3,1.419030316E-2
2.453829500E0,3.223619610E-2,-1.512833126E-2,1.278548595E-2
2.463870500E0,4.410906881E-2,-1.286138780E-3,1.465861592E-2
2.473910500E0,3.500345349E-2,-8.273208514E-3,1.819183305E-2
2.483950500E0,2.316894382E-2,-7.366752718E-3,1.930826157E-2
2.493991500E0,3.013710678E-2,-8.193397895E-3,2.030481771E-2
2.504031500E0,1.763189957E-2,-2.423885092E-2,1.840626821E-2
2.514071500E0,2.871171385E-2,-6.791972555E-4,2.210060507E-2
2.524111500E0,2.253136598E-2,-9.955157526E-3,2.202915773E-2
2.534152500E0,2.458732575E-2,6.430473644E-3,2.502894029E-2
2.544192500E0,1.711506397E-2,-6.307001691E-3,2.802342921E-2
2.554232500E0,7.355595008E-4,-2.005770057E-2,2.440898679E-2
2.564273500E0,1.059764251E-2,-1.169859804E-2,2.672469988E-2
2.574313500E0,6.740320474E-3,-2.373981476E-2,2.669407427E-2
2.584353500E0,1.722563989E-2,3.513887525E-3,2.896904573E-2
2.594393500E0,1.022898313E-2,-7.220249623E-3,2.859433740E-2
2.604434500E0,1.489481423E-3,-7.286325563E-3,2.895343304E-2
2.614474500E0,2.743297722E-3,-1.322677266E-2,3.186666220E-2
2.624514500E0,-7.447341457E-3,-3.123502433E-2,2.943899855E-2
2.634555500E0,1.021500956E-2,-6.752053276E-3,3.403428197E-2
2.644595500E0,1.077740639E-2,-6.826980971E-4,3.493043035E-2
2.654635500E0,6.630331744E-3,1.459878590E-2,3.497623652E-2
2.664675500E0,3.284108359E-3,-1.961356960E-3,3.718136624E-2
2.674716500E0,-3.960754722E-3,-2.647229284E-2,3.213094920E-2
2.684756500E0,1.643605717E-2,-4.688994028E-3,3.836923838E-2
2.694796500E0,1.990935206E-2,1.989719458E-4,3.786909580E-2
2.704836500E0,1.379102375E-2,2.233282849E-2,3.850050271E-2
2.714877500E0,2.842768561E-3,4.839590751E-3,3.932981193E-2
2.724917500E0,-1.172390766E-2,-1.541876700E-2,3.839440644E-2
2.734957500E0,5.194088910E-3,-2.230363898E-4,4.519212618E-2
2.744998500E0,8.257745765E-3,-7.870481350E-3,4.288606346E-2
2.755038500E0,1.384825259E-2,2.487068623E-2,4.387436062E-2
2.765078500E0,4.382225685E-3,6.601606496E-3,4.387962446E-2
2.775118500E0,-1.366441790E-2,-1.171641424E-2,4.127265513E-2
2.785159500E0,5.040680990E-4,-1.406451873E-2,4.525620490E-2
2.795199500E0,4.361390136E-3,-6.214584690E-3,4.684504867E-2
2.805239500E0,1.392007060E-2,2.859558910E-2,4.766876996E-2
2.815280500E0,9.277914651E-3,1.662334800E-2,4.832737148E-2
2.825320500E0,-1.131374203E-2,-5.010143854E-3,4.876504838E-2
2.835360500E0,-6.358931772E-3,-1.052714791E-2,4.969396442E-2
2.845400500E0,-2.754992805E-3,-1.758793555E-2,5.438199267E-2
2.855441500E0,1.844217256E-2,2.035997808E-2,5.799749866E-2
2.865481500E0,6.561268587E-3,3.057207912E-2,6.620360166E-2
2.875521500E0,2.666129265E-3,3.824118525E-2,6.616871804E-2
2.885562500E0,-5.848962814E-3,1.306782849E-2,6.296037138E-2
2.895602500E0,-1.333271153E-2,-9.308103472E-4,5.784789473E-2
2.905642500E0,4.198914394E-4,1.441346854E-2,6.071881577E-2
2.915682500E0,-8.259085007E-3,7.854102179E-3,6.443551928E-2
2.925723500E0,7.672009990E-3,2.413311601E-2,7.065293938E-2
2.935763500E0,-1.615498215E-3,1.279896870E-2,6.613222510E-2
2.945803500E0,-2.331166528E-3,1.333370991E-2,6.308353692E-2
2.955844500E0,-1.060306095E-3,-1.311013009E-3,6.260443479E-2
2.965884500E0,6.169338711E-3,1.375554129E-4,6.247097999E-2
2.975924500E0,1.301818993E-2,7.733689621E-3,5.825732648E-2
2.985964500E0,1.018218976E-2,-4.006589297E-3,6.025922298E-2
2.996005500E0,1.345548034E-2,6.987472065E-3,6.293330342E-2
3.006045500E0,6.851945072E-3,-1.488620974E-2,6.499755383E-2
3.016085500E0,2.522509359E-2,-6.607507821E-3,6.203877926E-2
3.026126500E0,2.075185999E-2,-9.404603392E-3,6.097314879E-2
3.036179375E0,3.030861169E-2,8.151486516E-3,6.012759730E-2
3.046219375E0,1.879900880E-2,-9.339432232E-3,6.022696197E-2
3.056259375E0,8.470204659E-3,-7.919169031E-3,6.468349695E-2
3.066300375E0,3.078845330E-3,-1.888152398E-2,6.987860054E-2
3.076340375E0,-6.035290658E-3,-3.171537071E-3,7.288929820E-2
3.086380375E0,-5.349027924E-3,-1.194544137E-2,7.562396675E-2
3.096421375E0,-3.710650839E-3,1.204724330E-2,7.644634694E-2
3.106461375E0,-1.489183027E-2,9.088170715E-3,7.729373127E-2
3.116501375E0,-1.434455160E-2,2.003216371E-2,8.093240112E-2
3.126541375E0,-1.437121164E-2,4.480148852E-2,8.884672821E-2
3.136582375E0,-1.826235652E-2,3.589481860E-2,9.213359654E-2
3.146622375E0,-1.062730327E-3,4.266966507E-2,9.082448483E-2
3.156662375E0,-1.395722292E-2,2.380223200E-2,9.375955909E-2
3.166703375E0,-6.134393625E-3,3.876886889E-2,9.457129240E-2
3.176743375E0,-2.619438618E-2,2.121277899E-2,1.002957597E-1
3.186783375E0,-1.000094786E-2,4.548360035E-2,9.882495552E-2
3.196823375E0,-2.236547135E-2,1.773772389E-2,9.612637758E-2
3.206864375E0,-1.115864050E-2,2.300005592E-2,9.550356120E-2
3.216904375E0,-2.359187603E-2,4.573378712E-3,9.425134212E-2
3.226944375E0,-2.235896327E-2,1.030639745E-2,9.636572748E-2
3.236984375E0,-3.442228585E-2,-1.369241253E-2,9.509726614E-2
3.247025375E0,-3.157434613E-2,2.530036494E-3,9.214431792E-2
3.257065375E0,-2.816070616E-2,-8.839264512E-3,9.386738390E-2
3.267105375E0,-2.640412934E-2,3.669149242E-3,9.276799858E-2
3.277146375E0,-3.866505623E-2,-1.141632628E-2,9.112908691E-2
3.287186375E0,-9.354292415E-3,-6.963952910E-3,8.944187313E-2
3.297226375E0,1.348124817E-2,3.011981491E-3,1.000646949E-1
3.307266375E0,2.249699645E-2,2.594876662E-2,9.689612687E-2
3.317307375E0,8.372921497E-3,1.552089211E-2,9.874089807E-2
3.327347375E0,2.265748195E-2,6.001853384E-3,9.894033521E-2
3.337387375E0,2.073894069E-2,-7.143243216E-3,9.494346380E-2
3.347428375E0,2.860671654E-2,-1.143332943E-2,9.408325702E-2
3.357468375E0,1.793942600E-2,6.806127727E-3,9.629768133E-2
3.367508375E0,1.144211181E-2,-2.224549651E-2,9.865217656E-2
3.377548375E0,1.675085723E-2,-3.234260529E-2,1.010980234E-1
3.387589375E0,2.478529140E-2,-2.049112134E-2,1.019584984E-1
3.397629375E0,2.615655214E-2,-1.209337637E-2,1.103543788E-1
3.407669375E0,2.515184321E-2,2.148648724E-2,1.084446609E-1
3.417710375E0,2.395422012E-2,4.563163500E-3,1.070235968E-1
3.427750375E0,1.823317260E-2,1.370078605E-2,1.071873456E-1
3.437790375E0,1.664848067E-3,-6.928010844E-4,1.062499136E-1
3.447830375E0,-1.540139597E-2,-1.932932064E-2,1.076442152E-1
3.457871375E0,-4.834629595E-2,-2.472302318E-2,1.040947586E-1
3.467911375E0,-4.614711553E-2,-8.655632846E-4,1.072692424E-1
3.477951375E0,-5.003506690E-2,4.555301275E-3,1.084253192E-1
3.487992375E0,-4.737120867E-2,3.719490767E-2,1.057045981E-1
3.498032375E0,-6.036769971E-2,3.681860119E-2,1.049410701E-1
3.508072375E0,-7.196800411E-2,6.540809572E-2,1.061575711E-1
3.518112375E0,-6.940710545E-2,4.575263336E-2,1.148392111E-1
3.528153375E0,-7.471337914E-2,2.702343836E-2,1.049784869E-1
3.538193375E0,-7.221613824E-2,1.243623905E-2,1.033571586E-1
3.548233375E0,-7.990224659E-2,-1.746942475E-2,9.547137469E-2
3.558274375E0,-5.757509917E-2,-1.803854294E-2,8.917140216E-2
3.568314375E0,-5.162549391E-2,-3.894250095E-2,8.920677751E-2
3.578354375E0,-4.562938586E-2,-1.195482723E-2,9.695684910E-2
3.588394375E0,-2.530658245E-2,-4.401518963E-3,1.057545617E-1
3.598435375E0,-1.501160022E-2,-1.996902749E-2,9.637730569E-2
3.608475375E0,8.747037500E-3,5.663315300E-3,9.868124127E-2
3.618515375E0,2.318802848E-2,-1.543997321E-3,9.501753002E-2
3.628556375E0,1.863402314E-2,-1.873830333E-4,9.278873354E-2
3.638596375E0,3.256341815E-2,-3.050054796E-2,9.056259692E-2
3.648636375E0,4.320726171E-2,-6.232631393E-3,9.747546911E-2
3.658676375E0,4.729415104E-2,-5.270431750E-3,1.029943377E-1
3.668717375E0,5.776866898E-2,6.924126763E-3,1.060111895E-1
3.678757375E0,5.016401038E-2,-8.366678841E-3,1.019413471E-1
3.688797375E0,4.794673994E-2,3.501447383E-3,9.969434887E-2
3.698838375E0,4.549556971E-2,-2.974412404E-2,1.017425805E-1
3.708878375E0,5.204611272E-2,-4.022213444E-2,1.053931043E-1
3.718918375E0,4.841169715E-2,-5.295840092E-3,1.029912010E-1
3.728958375E0,4.160622880E-2,1.105377637E-2,1.039317027E-1
3.738999375E0,4.336045310E-2,1.723497361E-2,1.046712622E-1
3.749039375E0,5.284836516E-2,3.785708919E-2,1.041096970E-1
3.759079375E0,4.518911615E-2,5.749524012E-2,1.031903774E-1
3.769120375E0,2.322047390E-2,2.778837457E-2,1.122619957E-1
3.779160375E0,3.234899044E-2,1.002668869E-2,1.057228744E-1
3.789200375E0,1.455925591E-2,3.174009174E-2,1.126355752E-1
3.799240375E0,-1.077725925E-2,6.857113913E-3,1.042538062E-1
3.809281375E0,-2.780035138E-2,-1.710649580E-2,9.196035564E-2
3.819321375E0,-3.931745887E-2,-2.255239524E-2,7.940967381E-2
3.829361375E0,-3.318020329E-2,-2.356626093E-2,9.129829705E-2
3.839401375E0,-2.736066654E-2,-4.192689061E-2,9.606614709E-2
3.849442375E0,-4.069552571E-2,-3.596409410E-2,1.015580520E-1
3.859482375E0,-3.798709065E-2,-7.097880542E-2,9.358987212E-2
3.869522375E0,-4.196466878E-2,-5.294895172E-2,9.065473825E-2
3.879563375E0,-5.511562526E-2,-3.978814185E-2,7.170688361E-2
3.889603375E0,-7.324708998E-2,-4.661877826E-2,7.243196666E-2
3.899643375E0,-3.283122554E-2,-3.379592299E-2,8.243479580E-2
3.909683375E0,-3.814150766E-2,4.823257681E-3,9.520644695E-2
3.919724375E0,-3.754069656E-2,-1.252483949E-2,1.037940755E-1
3.929764375E0,-2.031107992E-2,2.267186996E-3,1.036112458E-1
3.939804375E0,-3.270783275E-2,-5.281808786E-3,9.112554789E-2
3.949845375E0,-1.287447009E-2,-1.016764436E-2,8.056318760E-2
3.959885375E0,-1.442975644E-2,2.834752388E-2,8.880381286E-2
3.969925375E0,4.270960577E-3,4.795850813E-2,1.083879024E-1
3.979965375E0,2.830971777E-2,9.260454029E-2,1.264095157E-1
3.990006375E0,2.938776463E-2,8.333141357E-2,1.115218997E-1
