"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
2.481586504E1,4.769395916E1,1.772005539E1,1.155351248E2,1.844803238E1,2.443339691E2,6.000906205E0,6.000906205E0
2.581582594E1,4.769389220E1,1.771984900E1,1.156059222E2,1.725650978E1,2.443339691E2,6.000906205E0,6.000906205E0
2.681579125E1,4.769382682E1,1.771964749E1,1.157425033E2,1.725650978E1,2.443339691E2,6.000906205E0,6.000906205E0
2.781575584E1,4.769376128E1,1.771944546E1,1.160641769E2,1.666652298E1,2.443339691E2,6.000906205E0,6.000906205E0
2.881572282E1,4.769369824E1,1.771925114E1,1.165738238E2,1.616794777E1,2.443339691E2,6.000906205E0,6.000906205E0
2.981569123E1,4.769363971E1,1.771907074E1,1.172310140E2,1.539941120E1,2.443339691E2,6.000906205E0,6.000906205E0
3.081566107E1,4.769358324E1,1.771889667E1,1.178628723E2,1.391349506E1,2.443339691E2,6.000906205E0,6.000906205E0
3.181563067E1,4.769353168E1,1.771873776E1,1.182969291E2,1.391349506E1,2.443339691E2,4.000604137E0,4.000604137E0
3.281560361E1,4.769348651E1,1.771859865E1,1.185023556E2,1.225994301E1,2.443038025E2,4.000604137E0,4.000604137E0
3.381557631E1,4.769345301E1,1.771849554E1,1.185595652E2,9.906250000E0,2.443038025E2,4.000604137E0,4.000604137E0
3.481555235E1,4.769342290E1,1.771840287E1,1.184865004E2,8.425896645E0,2.443038025E2,4.000604137E0,4.000604137E0
3.581552899E1,4.769340214E1,1.771833897E1,1.183714181E2,5.026277065E0,2.443038025E2,6.000906205E0,6.000906205E0
3.681550634E1,4.769341402E1,1.771824891E1,1.182644936E2,6.652894020E0,2.671924104E2,6.000906205E0,6.000906205E0
3.781548452E1,4.769341418E1,1.771815740E1,1.181942140E2,6.652894020E0,2.878817638E2,6.000906205E0,6.000906205E0
3.881546533E1,4.769343899E1,1.771805828E1,1.181499699E2,7.351445198E0,3.033755835E2,6.000906205E0,6.000906205E0
3.981544507E1,4.769349133E1,1.771795747E1,1.181222956E2,8.543991089E0,2.835088308E2,6.000906205E0,6.000906205E0
4.081542718E1,4.769351260E1,1.771788822E1,1.181050125E2,9.679399490E0,2.758219299E2,6.000906205E0,6.000906205E0
4.181540966E1,4.769352291E1,1.771780694E1,1.180942068E2,1.171852875E1,2.600220337E2,6.000906205E0,6.000906205E0
4.281539261E1,4.769354853E1,1.771755187E1,1.180874682E2,1.171852875E1,2.935113525E2,6.000906205E0,6.000906205E0
4.381537569E1,4.769359475E1,1.771742384E1,1.180832513E2,1.252671146E1,2.989226685E2,1.017853318E1,1.017853318E1
4.481535959E1,4.769365501E1,1.771731615E1,1.180806323E2,1.294346809E1,3.163822021E2,1.278891444E1,1.278891444E1
4.581534517E1,4.769374551E1,1.771720397E1,1.180756326E2,1.435870934E1,3.219950562E2,1.442120250E1,1.442120250E1
4.681532979E1,4.769384689E1,1.771710312E1,1.180755309E2,1.609810829E1,3.297833862E2,1.453205727E1,1.453205727E1
4.781531703E1,4.769396913E1,1.771700315E1,1.180756855E2,1.609810829E1,3.331022644E2,1.421344567E1,1.421344567E1
4.881530380E1,4.769410167E1,1.771691755E1,1.180758795E2,1.660386086E1,3.433452759E2,1.410902979E1,1.410902979E1
4.981529033E1,4.769423654E1,1.771686185E1,1.180760225E2,1.751214981E1,3.477756653E2,1.293196454E1,1.293196454E1
5.081527722E1,4.769440081E1,1.771681376E1,1.180247993E2,2.011190987E1,3.520685425E2,1.126847500E1,1.126847500E1
5.181526518E1,4.769459634E1,1.771678969E1,1.177732124E2,2.066582298E1,3.566450806E2,8.001208274E0,8.001208274E0
5.281525409E1,4.769478457E1,1.771680092E1,1.175234108E2,2.024373436E1,5.007277012E0,8.001208274E0,8.001208274E0
5.381524265E1,4.769498694E1,1.771682722E1,1.172719475E2,2.024373436E1,5.120960236E0,8.001208274E0,8.001208274E0
5.481523085E1,4.769518663E1,1.771685373E1,1.168595193E2,2.015930176E1,5.120960236E0,8.001208274E0,8.001208274E0
5.581522095E1,4.769537605E1,1.771687887E1,1.165690929E2,1.991150093E1,5.120960236E0,8.001208274E0,8.001208274E0
5.681520998E1,4.769557274E1,1.771690498E1,1.163844289E2,1.991150093E1,5.120960236E0,8.001208274E0,8.001208274E0
5.781519997E1,4.769574743E1,1.771692817E1,1.162687610E2,1.983684731E1,5.120960236E0,8.001208274E0,8.001208274E0
5.881518996E1,4.769593179E1,1.771695264E1,1.161964947E2,1.983031654E1,5.120960236E0,8.001208274E0,8.001208274E0
5.981518161E1,4.769612109E1,1.771697777E1,1.161513515E2,1.975076103E1,5.120874405E0,8.001208274E0,8.001208274E0
6.081517184E1,4.769631076E1,1.771700294E1,1.160606220E2,1.953193092E1,5.120874405E0,8.001208274E0,8.001208274E0
6.181516290E1,4.769649372E1,1.771702802E1,1.160261569E2,1.953193092E1,5.410319328E0,8.001208274E0,8.001208274E0
6.281515336E1,4.769666810E1,1.771705248E1,1.160409339E2,1.947153854E1,5.410296917E0,8.001208274E0,8.001208274E0
6.381514478E1,4.769684740E1,1.771707803E1,1.160537825E2,1.937031364E1,5.807496548E0,8.001208274E0,8.001208274E0
6.481513608E1,4.769702329E1,1.771710453E1,1.160621810E2,1.936869431E1,5.807464600E0,8.001208274E0,8.001208274E0
6.581512821E1,4.769719417E1,1.771713027E1,1.160674566E2,1.932873726E1,5.807376385E0,8.001208274E0,8.001208274E0
6.681512046E1,4.769736398E1,1.771715609E1,1.160707582E2,1.932873726E1,6.044185638E0,8.001208274E0,8.001208274E0
6.781511128E1,4.769754128E1,1.771718390E1,1.160728187E2,1.919941711E1,6.044185638E0,8.001208274E0,8.001208274E0
6.881510317E1,4.769771323E1,1.771721087E1,1.160074638E2,1.918918228E1,6.044185638E0,8.001208274E0,8.001208274E0
6.981509519E1,4.769788579E1,1.771723793E1,1.157584463E2,1.918250847E1,6.044105530E0,8.001208274E0,8.001208274E0
7.081508839E1,4.769806462E1,1.771726598E1,1.156076550E2,1.919197273E1,6.044105530E0,8.001208274E0,8.001208274E0
7.181507993E1,4.769823402E1,1.771729203E1,1.156440880E2,1.919197273E1,5.867089748E0,8.001208274E0,8.001208274E0
7.281507349E1,4.769839986E1,1.771731727E1,1.156547214E2,1.918966484E1,5.867089748E0,8.001208274E0,8.001208274E0
7.381506538E1,4.769857277E1,1.771734359E1,1.156374650E2,1.915663910E1,5.867089748E0,8.001208274E0,8.001208274E0
7.481505811E1,4.769874220E1,1.771736916E1,1.155987292E2,1.915663910E1,5.590691090E0,8.001208274E0,8.001208274E0
7.581505132E1,4.769891340E1,1.771739398E1,1.156365487E2,1.914519882E1,5.590691090E0,8.001208274E0,8.001208274E0
7.681504381E1,4.769908023E1,1.771741817E1,1.157874925E2,1.931698799E1,5.590691090E0,8.001208274E0,8.001208274E0
7.781503761E1,4.769926042E1,1.771744430E1,1.158944875E2,1.914519882E1,5.590691090E0,8.001208274E0,8.001208274E0
7.881503057E1,4.769943186E1,1.771746916E1,1.158474539E2,1.922202301E1,5.590691090E0,8.001208274E0,8.001208274E0
7.981502318E1,4.769961467E1,1.771749412E1,1.156019165E2,1.913299561E1,4.845214844E0,8.001208274E0,8.001208274E0
8.081501567E1,4.769978786E1,1.771751586E1,1.154089561E2,1.941742325E1,4.845214844E0,8.001208274E0,8.001208274E0
8.181500936E1,4.769996278E1,1.771753618E1,1.153364587E2,1.952488708E1,3.376815081E0,8.001208274E0,8.001208274E0
8.281500340E1,4.770011406E1,1.771754313E1,1.154263968E2,1.944687271E1,0.000000000E0,8.001208274E0,8.001208274E0
